Instrução,PPL,BLEU,ROUGE-1 F1,ROUGE-2 F1,ROUGE-L F1,Faithfulness,Answer Relevance,Plan Adherence,Gerado,Referência
Quais são as funções de cada botão no painel de co...,109.72,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,"Botão da buzina - sinalização, Chave seletora da velocidade de operação - ajuste de velocidade, Chave de nível da plataforma - ajuste de nível, Chave de giro da plataforma - mudança de posição, Chave de partida do motor - ativação do motor."
Quais são as características da chave de seleção d...,845.78,1.15,0.109,0.038,0.109,0.111,0.089,0.5,"chave de botão pressiona. botão de a botão botão de de função de controle tecla a botão, controle direção da botão para a chave, e e ajuste a botão botão, e função de botão","Chave de 9 rpm, elevação/descida do jib"
Qual é o principal uso da Alavanca de controle pro...,550.64,2.84,0.1,0.0,0.1,0.0,0.0,0.5,"ajuste. ajuste ajuste ajuste, tensão,...r tensão.",Controle de movimento e direção da lança secundária.
Quais funções são indicadas pelas lâmpadas na plat...,255.12,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,"Indicam direção, sobrecarga, desnivelamento, e habilitação do movimento."
Quais são as etapas envolvidas no processo de insp...,1875.7,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,Realizar inspeção visual antes de cada turno de trabalho.
Quais são os passos iniciais antes de operacionali...,105.38,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,Realize testes de funções e verifique a necessidade de manutenção de rotina.
Quais são as primeiras etapas da manutenção de rot...,425.58,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,"Evitar riscos, fazer inspeções pré-operacionais."
Que procedimento deve seguir um técnico qualificad...,218.18,0.0,0.0,0.0,0.0,0.0,0.0,0.5,controle as,Identificar e remover a máquina.
Quais são os requisitos para executar inspeções de...,352.15,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,"Realizadas por técnicos qualificados, de acordo com especificações do fabricante e manual de responsabilidades."
Quais itens devem ser verificados durante a inspeç...,312.09,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,"Pneus, rodas, manuais do operador, chaves limitadoras, buzina, alarmes e sinalizadores."
Quais são os primeiros passos para garantir a segu...,127.41,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,"Verifique adesivos, vazamentos de óleo e nível de óleo. Inspecione a máquina por completo."
Quais problemas de manutenção devem ser verificado...,111.58,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,"Trincas, vazamentos de óleo, níveis de óleo incorretos, deformações ou danos na máquina."
Verifique o nível de refrigerante do motor....,160.46,0.56,0.0,0.0,0.0,0.0,0.0,0.5,er.,Verifique se o nível de refrigerante do motor está correto.
Quais componentes devem ser verificados ou substit...,673.88,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,Componente do motor
Quais procedimentos devem ser seguidos para o moto...,460.54,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,"Verifique o nível de óleo, adicione óleo se necessário, e as inspeções devem ser realizadas por técnicos qualificados."
Quais são os tipos de óleo especificados no manual...,377.7,0.0,0.0,0.0,0.0,0.0,0.0,0.5,óleo óleo óleo óleo óleo óleo óleo óleo óleo óleo óleo óleo óleo óleo óleo óleo óleo óleo óleo óleo óleo óleo óleo óleo óleo óleo óleo óleo óleo óleo óleo óleo óleo óleo óleo óleo óleo óleo óleo óleo óleo óleo óleo óleo óleo óleo óleo óleo óleo óleo óleo óleo óleo óleo óleo óleo óleo óleo óleo óleo óleo óleo óleo óleo óleo óleo óleo óleo óleo óleo óleo óleo óleo óleo óleo,"15W-40, 5W-40, 10W-40, 5W-30"
Quais condições devem ser atendidas antes de reali...,502.39,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,Motor deve estar frio.
Quais são as recomendações de manutenção para o mo...,1768.04,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,Verificar o nível de óleo e refrigerante do motor.
Que indica a existência de variações no nível do f...,418.56,4.27,0.118,0.0,0.118,0.0,0.0,0.5,", de a tensão e.., que",O inspetor identificando variações no nível do fluido refrigerante.
Quais são as diretrizes para verificar o nível de ...,370.48,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,Coloque o indicador de peças quentes do motor dentro dos 5 cm dos níveis de óleo. Evite contato com peças quentes do motor ou fluido refrigerante para evitar queimaduras. Aplique óleo adicional se necessário. Verifique o nível de óleo no tanque.
Qual é o número de peça correto para o óleo hidráu...,6387.01,0.0,0.0,0.0,0.0,0.0,0.0,0.5,"a chave de tensão peça peça do chave.., chave emve a peça",110015PB
Quais são as duas verificações de segurança mencio...,189.77,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,Verificação da pressão dos pneus e condição da bateria.
Quais perigos são associados a baterias sob pressã...,469.07,1.45,0.159,0.033,0.127,0.167,0.155,0.5,". tensão., tensão tensão pressão  tensão da tensão tensão. tensão de pressão tensão tensão pressão pressão a tensão tensão. tensão e tensão tensão pressão tensão tensão.. tensão tensão tensão tensão",O risco de estouramento e exposição a ácido.
Quais são as etapas para verificar e ajustar o nív...,141.63,1.24,0.0,0.0,0.0,0.0,0.0,0.5,"ajuste ajuste ajuste ajuste ajuste, de ajuste ajuste. de ajuste. ajuste a ajuste ajuste ajuste, ajuste ajuste ajuste ajuste ajuste ajuste ajuste, ajuste ajuste ajuste ajuste ajuste ajuste ajuste ajuste ajuste de ajuste.","Descasque as tampas, verifique o nível, adicione água destilada se necessário."
Quais requisitos devem ser atendidos antes de uma ...,1392.15,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,Inspeção trimestral com uma pessoa qualificada.
Quais são os objetivos dos testes de funções na má...,122.08,0.0,0.0,0.0,0.0,0.0,0.0,0.5,função de controle a função de de função de função função de operação,Descobrir defeitos antes do uso.
Qual é o procedimento a seguir após a detecção de ...,506.63,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,Identificar e colocar fora de serviço a máquina. Realizar reparos com um técnico qualificado.
Qual é a primeira etapa do processo de pré-operaçã...,688.38,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,Realizar sempre uma inspeção pré-operação.
Qual é o primeiro teste de função?...,134.73,4.58,0.0,0.0,0.0,0.0,0.0,0.5,. sete..,Selecione uma área de teste que seja firme.
Qual é o procedimento para iniciar o motor de emer...,80.34,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,"Deslize para a posição 3, pressione o botão vermelho, abra a tampa da base."
Qual é o resultado de tocar o botão vermelho de pa...,195.53,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,O alarme parará e o motor desligará após 2 ou 12 segundos.
Quais são as etapas iniciais para testar funções d...,626.07,2.17,0.273,0.0,0.182,0.0,0.0,0.5,chave de ajuste. de.,Puxe o botão vermelho de emergência para ligar e teste cada chave seletora de função.
Quais funções da lança e da plataforma devem ser t...,430.45,0.65,0.029,0.0,0.029,0.0,0.0,0.5,"ajuste ajuste ajuste ajuste ajuste ajuste. e ajuste e ajuste de ajuste, ajuste ajuste ajuste ajuste., ajuste ajuste, ajuste de ajuste de ajuste de ajuste, ajuste de ajuste ajuste ajuste ajuste de ajuste., ajuste ajuste ajuste de ajuste ajuste e ajuste de ajuste ajuste ajuste de ajuste ajuste ajuste ajuste ajuste ajuste e ajuste ajuste de ajuste ajuste",Testes das funções da lança e da plataforma.
Que ação deve ser tomada para testar a parada de e...,125.58,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,Localize e pressione o botão vermelho de parada de ciclo de operação.
Quais são as etapas para reagir em caso de emergên...,238.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"1. Desligar o motor, 2. Puxar o botão vermelho de parada, 3. Tocar o triângulo azul."
Quais são os passos para testar a buzina e a chave...,161.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1. Mova lentamente a alavanca de controle. 2. Pressione o botão da buzina. 3. Pressione a chave de pé. 4. Pressione o botão vermelho de parada de segurança.
Que ocorre quando o botão vermelho de parada de co...,184.94,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,A alavanca de controle se move lentamente para a posição ligada.
Quais são as instruções para testar a função de vi...,263.63,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,Deslize a chave seletora de partida para triângulos amarelos na direção indicada.
Quais funções da máquina devem ser testadas de aco...,136.63,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,"Movimento, freio, habilitação de movimento, movimento de chave de pé, e movimento da lança."
Quais são os resultados esperados da operação de m...,196.7,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,A lâmpada se acende e a máquina se move na direção indicada.
Quais são as instruções para acender a seta azul n...,222.53,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,Mova lentamente a alavanca de controle de intervalo até a seta azul acenda.
Quais são os requisitos para iniciar o movimento d...,165.87,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,Mova e segure a chave seletora de habilitação.
Quais são os requisitos para os freios e alavanca ...,208.62,3.27,0.244,0.075,0.171,0.429,0.351,0.5,". de ajuste alavanca de frei frei. trava frei a a para ajuste frei ajuste. frei frei frei. controle. frei, controle de frei de controle da bloqueio a e trava frei frei ajuste ajuste e a a e. trava.","Os freios devem ter capacidade de lentamente e a alavanca de controle deve mover a máquina no centro quando em terreno inclinado. A função de movimento deve funcionar, permitindo movimento em sentido oposto quando o sistema de habilitação estiver em uso."
Quais cores são usadas nos controles da plataforma...,161.57,2.67,0.152,0.031,0.121,0.182,0.168,0.5,"movimento o controle e direção a direção controle a direção direção direção direção direção direção direção direção direção de direção direção direção posição direção direção direção direção direção controle direção, direção e","Azul na direção, amarelo para o número de peça."
Qual é a instrução dada para o teste de velocidade...,449.47,1.66,0.182,0.0,0.182,0.0,0.0,0.5,medição que está de a trava de temperatura temperatura tensão,Pressione a chave de pé. Levante a lança primária cerca de 61 cm. Mova lentamente a alavanca de controle.
Qual deve ser a taxa máxima de movimento da lança ...,480.39,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,15 cm por segundo.
Quais são as instruções específicas para o movimen...,187.74,0.0,0.154,0.0,0.077,0.0,0.0,0.5,ção de,"Desça a lança até retraída, depois levante cerca de 61 cm. Mova lentamente a alavanca para a posição máxima."
Qual é a velocidade máxima de operação permitida p...,4166.43,0.0,0.0,0.0,0.0,0.429,0.33,0.5,"rotação de posição de de rotação, a rotação e de tensão de rotação. controle, velocidade da de direção do rotação, rotação da posição,, a velocidade velocidade de de de. de de função a e a operação a controle velocidade de o velocidade de a e tensão, rotação de, a para posição de movimento de posição de rotação. posição. de o a tensão tensão,. posição,. do.",30 cm por segundo
Qual é a velocidade máxima permitida da lança prim...,1630.85,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,30 cm por segundo
Qual é a primeira etapa para realizar testes de fu...,245.21,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,Empurrar a chave de pé no motor.
Quais são as instruções para ativar a função de di...,285.7,0.42,0.032,0.011,0.032,0.167,0.167,0.5,direção direção direção direção direção direção direção direção direção direção direção direção direção direção direção direção direção direção direção direção direção direção direção direção direção direção direção direção direção direção direção direção direção direção direção direção direção direção direção direção direção direção direção direção direção direção direção direção direção direção direção direção direção direção direção direção direção direção direção direção direção direção direção direção direção direção direção direção direção direção direção direção direção direção direção direção direção direção direção direção direção direção direção direção direção,"Ligar a chave seletora de direção na roda direita, com um calço ou guia de 15 cm."
Quais são as etapas para testar os controles auxil...,606.7,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,"Desligue o motor, depois suba com ambas as rodas comandadas pela direção até o calço ou guia."
Quais são os dois passos iniciais para garantir a ...,547.17,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,"Determinar se o local é adequado, realizar inspeção do local de trabalho."
Quais são as responsabilidades do operador antes d...,427.76,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,"Verificar riscos, prestar atenção, evitá-los, aprender e praticar princípios de ajuste e operação segura."
Quais são as medidas de segurança recomendadas ant...,195.32,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,"Realizar uma inspeção pré-operacional, testar funções de equipamento, inspecionar o local de trabalho."
Qual é a prioridade ao inspecionar o local de trab...,228.68,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,Verificar superfícies instáveis ou escorregadias.
Quais são as instruções básicas para operar a máqu...,227.68,0.0,0.0,0.0,0.0,0.0,0.0,0.5,.,"Aprenda princípios de trabalho local, não opere para outros, não opere sem responsabilidades."
Quais são os requisitos para operadores de máquina...,1137.55,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,"Treinado, autorizado, inspeção pré-operacional qualificada."
Quais são os passos obrigatórios antes de operar u...,152.48,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,"Realizar testes, seguir normas de segurança, inspecionar o local de trabalho, usar a máquina para operações, testes e inspeção."
Qual temperatura exige o uso de uma bateria auxili...,1027.75,4.77,0.143,0.0,0.143,0.2,0.183,0.5,"temperatura, tensão de tensão de tensão de.",Baixo de -18 °C
Qual é o procedimento para iniciar um motor quando...,427.68,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,"Puxar para fora, ligar, aquecer motor por 2 minutos, então mudar para GLP."
Qual é o procedimento para desativar a função de e...,346.76,1.41,0.095,0.0,0.095,0.0,0.0,0.5,força o botão. de controle a função des ativa o botão de botão de botão botão botão. pressão botão. botão de botão de função de a botão de botão botão botão. controle de,Deslize a chave de vela incandescente para pressionado por 3 a 5 segundos.
Quais são as etapas a seguir quando o motor não dá...,222.31,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,Determine o motivo e conserte; coloque a chave de comando na posição de partida.
